time,reconstructed_mean_beta,oracle_mean_beta,mean_beta_equilibrium,mean_stimulus,reconstructed_mean_strain_energy,oracle_mean_strain_energy,reconstructed_mean_sigma_xx,oracle_mean_sigma_xx,reconstructed_orientation_coherence,oracle_orientation_coherence,reconstructed_mean_orientation_angle_deg,oracle_mean_orientation_angle_deg,reconstructed_mean_target_alignment,oracle_mean_target_alignment
5.900000000000000355e+00,6.775838334490816850e-01,6.790640792209795551e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.121726155753126619e+00,1.121995311849769417e+00,9.153439840987335430e+00,9.155926015001469409e+00,8.311642503227383294e-01,8.324986956992850295e-01,1.840434267573158422e+01,1.840227527848540490e+01,8.766565225294230546e-01,8.770662662438328816e-01
6.000000000000000000e+00,6.797775898700643138e-01,6.812357976535077242e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.126964064404276655e+00,1.127248503408081692e+00,9.262242267578990607e+00,9.265081228091684551e+00,8.299284209902327847e-01,8.312179172757563350e-01,1.803155484979221157e+01,1.802931033211411815e+01,8.811689563759568244e-01,8.815697504390636041e-01
6.100000000000000533e+00,6.819386855129553338e-01,6.833751834108474643e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.132198448852353989e+00,1.132497680795663042e+00,9.371343573175815678e+00,9.374531948667181425e+00,8.286846403196949096e-01,8.299307663979705874e-01,1.766616688773768828e+01,1.766375800907820803e+01,8.855288072718400239e-01,8.859205560014168368e-01
6.200000000000000178e+00,6.840676066333912786e-01,6.854827178638195351e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.137424812011410324e+00,1.137738336917297310e+00,9.480648472760297096e+00,9.484182167881826331e+00,8.274344838731519935e-01,8.286387635837423327e-01,1.730802935366954287e+01,1.730546818990327651e+01,8.897402418473620012e-01,8.901228810854776574e-01
6.300000000000000711e+00,6.861648322476059381e-01,6.875588752165673334e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.142638743770750587e+00,1.142966052438143754e+00,9.590061183163847147e+00,9.593935398493266931e+00,8.261794356264191563e-01,8.273433394906059002e-01,1.695699592083594354e+01,1.695429389946923138e+01,8.938073953641388902e-01,8.941808896277708696e-01
6.400000000000000355e+00,6.882308342402100321e-01,6.896041226132537671e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.147835930237215862e+00,1.148176505049652185e+00,9.699485779067279267e+00,9.703695032781226359e+00,8.249208921905322178e-01,8.260458391046432425e-01,1.661292330478493895e+01,1.661009123827898293e+01,8.977343637709822577e-01,8.980987035916291328e-01
6.500000000000000000e+00,6.902660774703682778e-01,6.916189202431715088e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.153012162847376398e+00,1.153365478612940809e+00,9.808826549813895568e+00,9.813364701418288760e+00,8.236601668712995039e-01,8.247475257657487235e-01,1.627567119792736960e+01,1.627271931524632720e+01,9.015251966603706757e-01,9.018803961037118455e-01
6.600000000000000533e+00,6.922710198763931677e-01,6.936037214442875021e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.158163347251778053e+00,1.158528872079818361e+00,9.917988354114383398e+00,9.922848630351788657e+00,8.223984935708031907e-01,8.234495850334712097e-01,1.594510220548739987e+01,1.594204018197406292e+01,9.051838910581315734e-01,9.055299854148340932e-01
6.700000000000000178e+00,6.942461125787851017e-01,6.955589728052453680e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.163285511877927281e+00,1.163662708096116605e+00,1.002687696973953457e+01,1.003205199275894266e+01,8.211370305348486553e-01,8.221531283977097093e-01,1.562108178281848403e+01,1.561791876849333605e+01,9.087143859825971282e-01,9.090514296214876611e-01
6.800000000000000711e+00,6.961917999817340830e-01,6.974851142658501368e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.168374816084528423e+00,1.168763141197804112e+00,1.013539943535677246e+01,1.014088125318738420e+01,8.198768639504849798e-01,8.208591968386351745e-01,1.530347817406195787e+01,1.530022282043548820e+01,9.121205577130977460e-01,9.124486220880765330e-01
6.900000000000000355e+00,6.981085198731145081e-01,6.993825792160563992e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.173427557826445922e+00,1.173826465517379125e+00,1.024346438176941732e+01,1.024924450108933627e+01,8.186190113978111249e-01,8.195687642402726958e-01,1.499216235212564463e+01,1.498882283760790202e+01,9.154062157111600984e-01,9.157253875134334642e-01
7.000000000000000000e+00,6.999967035229879286e-01,7.012517945934828578e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.178440180757828859e+00,1.178849121926095700e+00,1.035098234996209143e+01,1.035705177109846709e+01,8.173644251603465749e-01,8.182827406622293909e-01,1.468700795995919961e+01,1.468359201394545188e+01,9.185750991411781863e-01,9.188854785886230170e-01
7.100000000000000533e+00,7.018567757806415397e-01,7.030931809794752629e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.183409280709582845e+00,1.183827704546492221e+00,1.045786609353834962e+01,1.046421534758034788e+01,8.161139953982822215e-01,8.170019754740546203e-01,1.438789125310325367e+01,1.438440617880963934e+01,9.216308739406154915e-01,9.219325731963432524e-01
7.200000000000000178e+00,7.036891551701806025e-01,7.049071526937390475e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.188331611486760142e+00,1.188758966579273046e+00,1.056403086335383712e+01,1.057065005120663947e+01,8.148685531889431344e-01,8.157272603567232716e-01,1.409469104348908886e+01,1.409114373960754385e+01,9.245771303929661844e-01,9.248702721054301579e-01
7.300000000000000711e+00,7.054942539846981164e-01,7.066941178875624230e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.193204089941237056e+00,1.193639825398642662e+00,1.066939467239450323e+01,1.067627350555344101e+01,8.136288734387835397e-01,8.144593321757084281e-01,1.380728864446553317e+01,1.380368562570313351e+01,9.274173811597383743e-01,9.277020971170178987e-01
7.400000000000000355e+00,7.072724783790425018e-01,7.084544786356530288e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.198023800285100471e+00,1.198467366880466844e+00,1.077387853921944938e+01,1.078100638200014139e+01,8.123956776712220051e-01,8.131988757300623316e-01,1.352556781703004063e+01,1.352191523359383929e+01,9.301550597306309509e-01,9.304314896218272013e-01
7.500000000000000000e+00,7.090242284612047197e-01,7.101886310266055657e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.202787997620236249e+00,1.203238848938017691e+00,1.087740670857514047e+01,1.088477262149971914e+01,8.111696366945746473e-01,8.119465263818842482e-01,1.324941471724065067e+01,1.324571837332545421e+01,9.327935192538485687e-01,9.330618095308277349e-01
7.600000000000000533e+00,7.107498983823434813e-01,7.118969652520240610e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.207494110669565135e+00,1.207951704250251224e+00,1.097990684808610240e+01,1.098749963209795233e+01,8.099513731543036554e-01,8.107028725704792382e-01,1.297871784478588175e+01,1.297498321611898575e+01,9.353360317111372169e-01,9.355963345441669077e-01
7.700000000000000178e+00,7.124498764254708627e-01,7.135798656943165286e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.212139743705022532e+00,1.212603542177492999e+00,1.108131022023023959e+01,1.108911846139065105e+01,8.087414639737293687e-01,8.094684582154381136e-01,1.271336799268956241e+01,1.270960024318320691e+01,9.377857874046252595e-01,9.380382597257552746e-01
7.800000000000000711e+00,7.141245450928188632e-01,7.152377110131820093e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.216722677676569386e+00,1.217192149868839834e+00,1.118155182910850520e+01,1.118956394341862115e+01,8.075404426872860864e-01,8.082437850127967005e-01,1.245325819812785362e+01,1.244946219568723045e+01,9.401458947249263787e-01,9.403906973532701885e-01
7.900000000000000355e+00,7.157742811919025616e-01,7.168708742308114168e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.221240870555122315e+00,1.221715492574432904e+00,1.128057054181323693e+01,1.128877481980299891e+01,8.063488016703239669e-01,8.070293146283268326e-01,1.219828369433585280e+01,1.219446402586764755e+01,9.424193801722027253e-01,9.426566770155729857e-01
8.000000000000000000e+00,7.173994559203038524e-01,7.184797228158189553e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.225692456910238093e+00,1.226171713183864975e+00,1.137830918448186601e+01,1.138669383521411582e+01,8.051669942693678861e-01,8.058254707919310089e-01,1.194834186358136563e+01,1.194450284924524475e+01,9.446091886039977847e-01,9.448391459316453078e-01
8.099999999999999645e+00,7.190004349491934121e-01,7.200646187659230923e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.230075746750497023e+00,1.230559131019317576e+00,1.147471461338828824e+01,1.148326780753991727e+01,8.039954368366595272e-01,8.046326412970040698e-01,1.170333219118371026e+01,1.169947789792665382e+01,9.467181836856365384e-01,9.469409694671274691e-01
8.200000000000001066e+00,7.205775785056066640e-01,7.216259186893991817e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.234389223660862456e+00,1.234876239918451191e+00,1.156973776166952028e+01,1.157844767337161151e+01,8.028345106727121649e-01,8.034511799085304329e-01,1.146315622055550598e+01,1.145929047496674258e+01,9.487491485208653375e-01,9.489649318264096189e-01
8.300000000000000711e+00,7.221312414534971635e-01,7.231639738853170574e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.238631542276705799e+00,1.239121705647614924e+00,1.166333366250693260e+01,1.167218850965127785e+01,8.016845638805022434e-01,8.022814081835690780e-01,1.122771750924593626e+01,1.122384390976787394e+01,9.507047864421552807e-01,9.509137368999651674e-01
8.400000000000000355e+00,7.236617733735830615e-01,7.246791304225841390e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.242801525138707230e+00,1.243294362690540167e+00,1.175546144977764307e+01,1.176444953252658188e+01,8.005459131348334756e-01,8.011236172076848794e-01,1.099692158596383962e+01,1.099304351449262995e+01,9.525877219417343555e-01,9.527900092482565197e-01
8.500000000000000000e+00,7.251695186420032968e-01,7.261717292178136995e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.246898158976480930e+00,1.247393210461351432e+00,1.184608433736059752e+01,1.185519407463001684e+01,7.994188453702941732e-01,7.999780692507642010e-01,1.077067590855973478e+01,1.076679654146700926e+01,9.544005017259581392e-01,9.545962952050668360e-01
8.599999999999999645e+00,7.266548165078040578e-01,7.276421061120313949e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.250920590471497063e+00,1.251417408993489966e+00,1.193516957842313531e+01,1.194438954214332149e+01,7.983036193911315914e-01,7.988449993455531972e-01,1.054888982294576927e+01,1.054501214155146904e+01,9.561455958770609387e-01,9.563350640845396100e-01
8.700000000000001066e+00,7.281180011692715004e-01,7.290905919462415952e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.254868121551793836e+00,1.255366274158045137e+00,1.202268840612721235e+01,1.203200735312223379e+01,7.972004674062627139e-01,7.977246167921463460e-01,1.033147452293311552e+01,1.032760132345764248e+01,9.578253991076697282e-01,9.580087094775395773e-01
8.800000000000000711e+00,7.295594018491270427e-01,7.305175126358680604e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.258740204272040364e+00,1.259239272466036619e+00,1.210861595728039752e+01,1.211802285864282958e+01,7.961095964925321011e-01,7.966171065915395033e-01,1.011834301096665811e+01,1.011447691398894833e+01,9.594422320947155747e-01,9.596195506241842477e-01
8.900000000000000355e+00,7.309793428686047756e-01,7.319231892440858367e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.262536435332882290e+00,1.263036015509513721e+00,1.219293118051629676e+01,1.220241524838969127e+01,7.950311899892301692e-01,7.955226308112619549e-01,9.909410059736933007e+00,9.905553519183754929e+00,9.609983428805389805e-01,9.611698338505492156e-01
9.000000000000000000e+00,7.323781437204242017e-01,7.333079380540616921e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.266256550293156202e+00,1.266756254095924517e+00,1.227561673062390390e+01,1.228516744233955293e+01,7.939654088267757981e-01,7.944413298859944739e-01,9.704592174649905090e+00,9.700747486340128845e+00,9.624959083300609342e-01,9.626617340586206550e-01
9.099999999999999645e+00,7.337561191406786198e-01,7.346720706401203005e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.269900417527617620e+00,1.270399872129207353e+00,1.235665885065692748e+01,1.236626597020378604e+01,7.929123927923720228e-01,7.933733238559719236e-01,9.503807557135235839e+00,9.499976866901640449e+00,9.639370356339064250e-01,9.640973562595611668e-01
9.200000000000001066e+00,7.351135791796509222e-01,7.360158939378481646e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.273468031981357163e+00,1.273966880289492343e+00,1.243604724344474732e+01,1.244570084028133117e+01,7.918722617353372017e-01,7.923187135458702457e-01,9.306976068774178046e+00,9.303161380184212348e+00,9.653237638482815575e-01,9.654787371412762997e-01
9.300000000000000711e+00,7.364508292715763460e-01,7.373397103131565933e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.276959508770127982e+00,1.277457409561264967e+00,1.251377493409845165e+01,1.252346539934271874e+01,7.908451167147203531e-01,7.912775816867765322e-01,9.114019196228575481e+00,9.110222377924118931e+00,9.666580654632820346e-01,9.668078466621172762e-01
9.400000000000000355e+00,7.377681703033673877e-01,7.386438176303148362e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.280375076673482049e+00,1.280871704657445598e+00,1.258983812506072475e+01,1.259955618511831688e+01,7.898310410917100954e-01,7.902499939837444032e-01,8.924860016952617769e+00,8.921082809628000376e+00,9.679418479920999241e-01,9.680865896633505940e-01
9.500000000000000000e+00,7.390658986823138710e-01,7.399285093189713614e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.283715071564977661e+00,1.284210117384078975e+00,1.266423604518951151e+01,1.267397277290192648e+01,7.888301015692527063e-01,7.892360001313328821e-01,8.739423165669659710e+00,8.735667188705976471e+00,9.691769555743307007e-01,9.693168074937449363e-01
9.600000000000001421e+00,7.403443064027758203e-01,7.411940744401757097e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.286979929820820878e+00,1.287473099987384018e+00,1.273697079429488888e+01,1.274671761770726519e+01,7.878423491812033275e-01,7.882356347794474694e-01,8.557634801596410767e+00,8.553901559369267105e+00,9.703651705872706756e-01,9.705002796403029430e-01
9.700000000000001066e+00,7.416036811118836836e-01,7.424407977514191348e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.290170181745243116e+00,1.290661198521734665e+00,1.280804718446851709e+01,1.281779589333182834e+01,7.868678202332413107e-01,7.872489184516930916e-01,8.379422576397399069e+00,8.375713464274422648e+00,9.715082152597144249e-01,9.716387253597819074e-01
9.800000000000000711e+00,7.428443061742595610e-01,7.436689597707065724e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.293286445047736155e+00,1.293775046273896834e+00,1.287747257945774315e+01,1.288721532959216631e+01,7.859065371976988734e-01,7.862758584183804356e-01,8.204715602852825640e+00,8.201031912896239007e+00,9.726077532833412587e-01,9.727338053062132284e-01
9.900000000000000355e+00,7.440664607357772020e-01,7.448788368396735970e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.296329418404004175e+00,1.296815357275511893e+00,1.294525673324384485e+01,1.295498604889930583e+01,7.849585095643588639e-01,7.853164495262185962e-01,8.033444424223315394e+00,8.029787350612313190e+00,9.736653914173152291e-01,9.737871231501651348e-01
1.000000000000000000e+01,7.452704197863684321e-01,7.460707011857650173e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.299299875129242832e+00,1.299782919932493730e+00,1.301141162888783498e+01,1.302112040324431774e+01,7.840237346492020531e-01,7.843706749866666827e-01,7.865540984295432914e+00,7.861911628482051384e+00,9.746826810822034615e-01,9.748002271859601553e-01
1.010000000000000142e+01,7.464564542218989907e-01,7.472448209834869903e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.302198656989111303e+00,1.302678590796704450e+00,1.307595131860973936e+01,1.308563281256395783e+01,7.831021983630013228e-01,7.834385071248161081e-01,7.700938598092094800e+00,7.697337973703884728e+00,9.756611199397763334e-01,9.757746119235102267e-01
1.020000000000000107e+01,7.476248309051207741e-01,7.484014604147471994e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.305026668170599091e+00,1.305503288502061876e+00,1.313889176596913977e+01,1.314853960535609190e+01,7.821938759415796305e-01,7.825199080906108939e-01,7.539571923232438522e+00,7.536000960734255294e+00,9.766021534556494910e-01,9.767117196618317898e-01
1.030000000000000071e+01,7.487758127257161389e-01,7.495408797282973046e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.307784869431924735e+00,1.308257987884108964e+00,1.320025069091822800e+01,1.320985886231606621e+01,7.812987326394781329e-01,7.816148305341318325e-01,7.381376931925947460e+00,7.377836483052792715e+00,9.775071764421210396e-01,9.776129420416744820e-01
1.040000000000000036e+01,7.499096586594506952e-01,7.506633352982897689e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.310474272447653243e+00,1.310943714299094509e+00,1.326004741840389478e+01,1.326961026366862484e+01,7.804167243887035754e-01,7.807232182465980719e-01,7.226290883586123925e+00,7.222781725558200527e+00,9.783775345788839894e-01,9.784796215750346526e-01
1.050000000000000000e+01,7.510266238264430294e-01,7.517690796819632704e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.313095934362426220e+00,1.313561538155790576e+00,1.331830273110412222e+01,1.332781494077745066e+01,7.795477984241615532e-01,7.798450067686703013e-01,7.074252298049046317e+00,7.070775137579725644e+00,9.792145259096212140e-01,9.793130531496342384e-01
1.060000000000000142e+01,7.521269595485680082e-01,7.528583616764691344e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.315650952564061837e+00,1.316112569670598864e+00,1.337503872679659267e+01,1.338449533252555845e+01,7.786918938773008669e-01,7.789801239675726574e-01,6.925200929382817172e+00,6.921756406489595115e+00,9.800194023127680731e-01,9.801144855067225325e-01
1.070000000000000107e+01,7.532109134060049893e-01,7.539314263748515543e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.318140459684319588e+00,1.318597953854025784e+00,1.343027868077445142e+01,1.343967504687592474e+01,7.778489423394442381e-01,7.781284905844813027e-01,6.779077740273950603e+00,6.775666431902053866e+00,9.807933709449931925e-01,9.808851226908208432e-01
1.080000000000000071e+01,7.542787292929450382e-01,7.549885152211945893e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.320565618833345889e+00,1.321018865734310710e+00,1.348404691364648578e+01,1.349337872794325044e+01,7.770188683962074849e-01,7.772900207535705652e-01,6.635824876977194364e+00,6.632447300444900939e+00,9.815375956561825932e-01,9.816261254702562944e-01
1.090000000000000036e+01,7.553306474724673647e-01,7.560298660649483748e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.322927619071718075e+00,1.323376505821875604e+00,1.353636866478637479e+01,1.354563192883435718e+01,7.762015901343511937e-01,7.764646224940435770e-01,6.495385644815579340e+00,6.492042261089999933e+00,9.822531983749258622e-01,9.823386127275439694e-01
1.100000000000000000e+01,7.563669046306005228e-01,7.570557132144458690e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.325227671122103379e+00,1.325672095816370577e+00,1.358726997162877659e+01,1.359646099044768874e+01,7.753970196223533007e-01,7.756521981764139539e-01,6.357704484217766350e+00,6.354395701029244670e+00,9.829412604637046691e-01,9.830236628188683268e-01
1.110000000000000142e+01,7.573877339295765898e-01,7.580662874896235692e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.327467003320822236e+00,1.327906874556344929e+00,1.363677755494869892e+01,1.364589292636039808e+01,7.746050633659297135e-01,7.748526449642553215e-01,6.222726947280084353e+00,6.219453122083100638e+00,9.836028240431495817e-01,9.836823149020832435e-01
1.120000000000000107e+01,7.583933650602944221e-01,7.590618162739569685e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.329646857808059801e+00,1.330082094210052412e+00,1.368491871020482975e+01,1.369395531387593934e+01,7.738256227396825837e-01,7.740658552325776487e-01,6.090399674840946354e+00,6.087161117628951068e+00,9.842388932848991079e-01,9.843155702328113543e-01
1.130000000000000071e+01,7.593840242940012031e-01,7.600425235656221856e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.331768486954119979e+00,1.332199016704522565e+00,1.373172120497742554e+01,1.374067619125475126e+01,7.730585943959967787e-01,7.732917169639358379e-01,5.960670374055615284e+00,5.957467350036838027e+00,9.848504356727338926e-01,9.849243934283574697e-01
1.140000000000000036e+01,7.603599345332037185e-01,7.610086300278975369e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.333833150017897706e+00,1.334258910388854913e+00,1.377721318248659443e+01,1.378608396110600331e+01,7.723038706522640240e-01,7.725301141233342772e-01,5.833487796459550623e+00,5.830320528600568153e+00,9.854383832317873404e-01,9.855097136992775342e-01
1.150000000000000000e+01,7.613213153618229034e-01,7.619603530388124879e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.335842110032724461e+00,1.336263046926647435e+00,1.382142307113723589e+01,1.383020729987900843e+01,7.715613398574558968e-01,7.717809270129346588e-01,5.708801716508967061e+00,5.705670387952345379e+00,9.860036337257512828e-01,9.860724260485610460e-01
1.160000000000000142e+01,7.622683830946012096e-01,7.628979067400600833e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.337796630913854035e+00,1.338212698411612056e+00,1.386437950000246921e+01,1.387307507335860102e+01,7.708308867390309960e-01,7.710440326075327366e-01,5.586562910587302255e+00,5.583467666949455399e+00,9.865470518220952334e-01,9.866133924384764553e-01
1.170000000000000107e+01,7.632013508257740053e-01,7.638215020851778503e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.339697974781096868e+00,1.340109134699689175e+00,1.390611122012734135e+01,1.391471625803919032e+01,7.701123927311135375e-01,7.703193048717322799e-01,5.466723136466793420e+00,5.463664088021812582e+00,9.870694702254114716e-01,9.871334429252290876e-01
1.180000000000000071e+01,7.641204284770166666e-01,7.647313468870153841e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.341547399489525283e+00,1.341953620950367965e+00,1.394664703150943552e+01,1.395515986822714893e+01,7.694057362848345516e-01,7.696066150596883038e-01,5.349235113214426462e+00,5.346212336969372814e+00,9.875716907790809129e-01,9.876333767616483073e-01
1.190000000000000036e+01,7.650258228446781272e-01,7.656276458644911687e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.343346156360646582e+00,1.343747415369444198e+00,1.398601571559142265e+01,1.399443488870024055e+01,7.687107931616947720e-01,7.689058319982666756e-01,5.234052501531944124e+00,5.231066043198847382e+00,9.880544855355211098e-01,9.881139634681989081e-01
1.200000000000000000e+01,7.659177376463107700e-01,7.665106006886565071e-01,8.249338819103279041e-01,4.139775199920175952e-01,1.345095488106086812e+00,1.345491767145084561e+00,1.402424597308331933e+01,1.403257021273566885e+01,7.680274367107626787e-01,7.682168223544197927e-01,5.121129884519716846e+00,5.118179760389267585e+00,9.885185977953472314e-01,9.885759438726717807e-01
